SKU,NAME,CASE QTY,PRICE EACH,PRICE BREAK 1,PRICE BREAK 2,PRICE BREAK 3,PRICE BREAK 4,PRICE BREAK 5,CATALOG,PAGES,PREVIOUS PRICE,PREVIOUS PRICE BREAK 1,PREVIOUS PRICE BREAK 2,PREVIOUS PRICE BREAK 3,PREVIOUS PRICE BREAK 4,PREVIOUS PRICE BREAK 5,LAST PRICE CHANGE DATE,Verification_Status,Product_Category,Related_SKU_Prefix
LBHSET5,Polar Camel Vacuum Insulated Beverage Holder Sample Set,0,122.25,122.25,122.25,122.25,0,0,CATALOG24,69         ,116.4,116.4,116.4,116.4,0,0,07/21/2025,Confirmed,Sample Set,LBH
LBHSET6,Polar Camel Slim Beverage Holder Sample Set,0,116,116,116,116,0,0,CATALOG24,67         ,110.5,110.5,110.5,110.5,0,0,07/21/2025,Confirmed,Sample Set,LBH
